country,country_code_2_digit,country_code_3_digit,population,reported_date,confirmed cases_count,deaths_count,source
France,FR,FRA,67012883,2020-02-22,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-01-24,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-10-06,519,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-03-19,1042,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-06-29,12,2,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-09-09,341,1,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-07-28,205,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-09-26,713,12,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-01-19,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-01-19,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-05-05,1,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-09-28,0,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-08-22,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-05-13,0,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-04-05,12,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-01-15,0,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-03-09,2,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-10-23,190,3,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-08-22,36,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-01-02,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-10-15,193,4,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-10-04,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-09-08,576,1,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-09-04,39,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-07-08,0,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-08-03,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-08-11,0,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-07-29,3,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-04-15,67,12,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-05-28,1,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-06-30,20,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-06-03,19,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-01-16,0,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-07-04,0,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-06-07,187,10,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-03-24,6,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-10-13,176,5,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-05-11,30,4,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-03-01,0,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-01-25,0,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-04-17,3818,585,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-01-28,0,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-07-06,0,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-10-16,903,3,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-08-19,4748,132,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-05-17,267,25,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-06-16,219,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-07-05,1154,20,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-07-27,42,2,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-09-09,2460,32,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-05-02,29,4,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-01-26,0,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-08-12,17,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-07-27,443,7,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-02-28,0,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-04-18,21,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-05-18,13,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-02-16,0,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-06-18,0,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-04-01,40,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-09-29,80,12,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-05-05,31,2,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-07-15,515,11,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-08-19,84,4,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-01-09,0,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-06-28,0,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-07-03,132,2,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-01-29,0,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-07-16,1,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-07-06,219,4,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-07-24,33,1,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-09-23,1769,13,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-08-09,555,1,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-08-24,3,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-01-11,0,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-03-18,35,1,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-04-27,104,2,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-10-23,0,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-09-21,86,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-09-02,5,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-04-30,13,2,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-02-13,0,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-09-01,0,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-02-09,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-07-31,9,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-02-19,0,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-07-07,3,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-03-25,10,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-04-09,52,2,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-06-08,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-05-10,8,1,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-05-22,15,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-05-05,1221,195,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-06-24,587,19,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-05-12,22,4,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-09-05,7,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-05-08,28,9,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-04-11,696,24,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-09-21,395,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-04-19,30,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-09-05,2,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-06-02,109,12,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-10-20,432,11,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-02-15,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-01-05,0,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-06-23,37,4,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-06-14,1459,14,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-08-20,1303,23,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-09-07,67,3,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-10-23,21238,189,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-01-24,0,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-07-20,396,11,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-01-22,0,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-04-10,46,2,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-10-24,2581,19,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-02-12,0,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-05-07,745,73,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-01-07,0,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-06-23,1,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-06-20,2,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-06-10,87,1,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-02-09,0,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-10-22,5596,11,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-02-13,0,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-02-25,0,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-01-12,0,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-03-22,23,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-04-03,48,1,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-05-29,32,3,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-10-01,1146,3,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-02-15,0,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-06-27,140,3,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-06-08,16,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-03-01,0,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-04-18,155,21,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-01-29,0,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-09-20,244,2,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-09-01,634,3,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-05-03,40,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-09-09,0,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-03-12,2,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-03-21,210,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-07-29,115,5,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-10-13,464,5,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-10-17,1131,1,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-05-07,5,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-10-07,143,2,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-03-18,8,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-03-11,2,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-04-29,3,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-05-23,188,13,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-01-08,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-06-28,304,6,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-07-08,27,1,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-05-03,445,94,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-02-28,1,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-03-07,0,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-01-16,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-01-22,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-05-08,129,2,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-02-03,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-03-05,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-08-05,3,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-07-25,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-04-15,2486,285,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-06-04,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-06-03,342,29,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-02-17,0,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-10-14,13,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-02-11,0,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-01-07,0,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-04-11,1335,115,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-05-21,213,7,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-01-17,0,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-09-07,0,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-02-11,0,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-05-09,12,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-08-26,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-05-08,1209,147,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-05-21,10,1,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-08-13,49,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-07-27,4,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-02-05,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-07-18,32,3,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-07-19,1,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-03-13,1,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-10-11,168,1,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-01-21,0,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-09-25,540,1,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-04-15,78,13,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-01-22,0,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-06-13,1195,15,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-07-20,4581,2,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-05-28,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-08-02,5462,95,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-07-15,726,44,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-06-29,0,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-09-25,0,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-04-16,408,5,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-05-12,0,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-02-11,0,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-09-26,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-06-26,7113,92,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-09-27,1552,54,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-02-11,0,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-05-18,15,1,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-09-28,72,1,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-06-09,7,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-08-13,0,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-03-22,111,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-06-28,227,2,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-05-23,2574,291,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-06-08,575,4,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-01-14,0,0,"Epidemic intelligence, national daily data"
